OBJECTID,Park Name,Park ID,Latitude,Longitude,Year Established,Acres,Days Open,Operating Hours,Phone Number,Website,Address,Restroom Available,Community Center Available,Natrure Center Available,ADA Accessible,Concessions Available,Dog Park Available,Baseball Fields Available,Basketball Available,Mountain Biking Available,Boating Available,Camping Available,Disc Golf Course Available,Fishing Available,Golf Course Available,Hiking Available,Historic Site,Horseback Riding Available,Lake Available,Picnic Shelters Available,Number of Shelters Available,Playground Available,School Site,Soccer Fields Available,Spray Park Available,Skate Park Available,Swimming Pool Available,Tennis Courts Available,Walking/Jogging Available,Email,Description,Status,Volleyball Available,Football/Multi-Purpose Available,Canoe Launch Available,Community Garden Available,Common Name,Park Classification,City,State,Zip Code,GlobalID
142308,Antioch Park,PARK_48,36.05558584,-86.67339541,1950,7.98,"Daily, Center: Monday-Friday",Dawn to 11 pm,(615) 315-9363,http://nashville.gov/Parks-and-Recreation/Parks.aspx,5023 Blue Hole Rd,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Antioch Park is home of the Antioch Community Center and the Mill Creek Greenway. ,PARK,No,No,Yes,No,Antioch Park,Neighborhood,Antioch,TN,37013,6c78e4dd-91ab-4af9-9819-b616a4f3d89c
142309,Heartland Park,PARK_86,36.18528261,-86.66682189,2002,74.38,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,3101 Heartland Dr,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0,No,No,Yes,No,No,No,No,Yes,metroparks@nashville.gov,Heartland Park is perfect for soccer players. Stones River Greenway runs along side the park. ,PARK,No,Yes,No,No,Heartland Park,Community,Nashville,TN,37214,639e200b-6136-41af-b921-9292c9337d2b
142310,E. N. Peeler Park,PARK_71,36.20519111,-86.65257284,1965,646.3,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,2043 Neelys Bend Rd,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,"Peeler Park is giant and friendly to Bicyclists, horseback riders, remote-control plane enthusiasts, and boating. There are signs with the historical significance about the land. It is more of a greenway type than recreational park. ",PARK,No,No,No,No,Peeler Park,Regional,Madison,TN,37115,edeca9e9-2521-430b-897b-1da3d8390ed9
142311,Una Recreation Park,PARK_87,36.0989039,-86.63864512,2007,24.98,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,134 Una Recreation Rd,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,No,Yes,No,No,No,metroparks@nashville.gov,"Una Park is comprised of big, grassy fields, primarily used for football. ",PARK,No,Yes,No,No,Una Park,Specialty,Nashville,TN,37217,7f9c70e7-3537-4c51-a63a-04630eca6487
142312,Cecil Rhea Crawford Park,PARK_55,36.00101613,-86.63764242,1971,6.25,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,6043 Cane Ridge Rd,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,"At Cecil Rhea Crawford park, the main attraction is the old Cane Ridge School House which is now a Community center.",PARK,No,No,No,No,Crawford Park,Neighborhood,Antioch,TN,37013,fafd7b85-ae57-4590-adf7-87daaf9c6ec0
142313,Lakewood Park,PARK_173,36.24012948,-86.63372795,2011,4.4,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,319 Pitts Ave,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,No,metroparks@nashville.gov,Two baseball field park. ,PARK,No,No,No,No,Lakewood Park,Neighborhood,Old Hickory,TN,37138,2a846775-1a65-4683-bc88-cbb72f4438e3
142314,Stone Hall Park,PARK_91,36.18753478,-86.63272433,2006,9.76,Daily,Dawn to 11 pm,(615) 883-8447,http://nashville.gov/Parks-and-Recreation/Historic-Sites/Stone-Hall.aspx,1014 Stones River Rd,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,"Stone Hall was built in 1918 by Nashville architect George Waller for the Cantrell family, it is significance in Colonial Revival architecture. ",PARK,No,No,No,No,Stone Hall Park,Regional,Hermitage,TN,37076,49d87526-c1dc-47aa-977b-b7852a5e8d31
142315,Hamilton Creek Park,PARK_172,36.10489736,-86.62597237,1980,381.36,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,2901 Bell Rd,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,0,Yes,No,No,No,No,No,No,No,metroparks@nashville.gov,"Hamilton Creek Mountain Bike Park is the only mountain biking park within Davidson County, Nashville, TN. It also offers many other attractions such as a Sailboat Marina with boat launch ramps and a playground.",PARK,No,No,No,No,Hamilton Creek Park,Regional,Nashville,TN,37217,a28257eb-cc2c-44cf-bb84-b6c667c3766b
142316,Cane Ridge Park,PARK_47,35.99102795,-86.61878194,1983,274.13,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,419 Battle Rd,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,3,Yes,No,No,No,No,No,Yes,Yes,metroparks@nashville.gov,"Cane Ridge Park is huge and accommodating for sports, including soccer, baseball, and basketball. This park also offers an Airstrip for model airplanes. ",PARK,No,Yes,No,No,Cane Ridge Park,Regional,Antioch,TN,37013,798a20ad-ee0e-4110-bf32-fb367e1d67a6
142317,Hermitage Park,PARK_62,36.17755546,-86.61507198,1999,22.19,"Daily, Center: Monday-Saturday",Dawn to 11 pm,(615) 316-0843,http://nashville.gov/Parks-and-Recreation/Parks.aspx,3720 James Kay Lane,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Yes,No,No,No,No,No,No,No,metroparks@nashville.gov,"Hermitage Park is located at the Hermitage Recreation Center. It includes a library, a playground, lots of grassy areas, and a cool sundial sculpture. ",PARK,No,No,No,No,Hermitage Park,Community,Hermitage,TN,37076,0a9ca2d8-8cc0-45f3-a5e3-c99a103888b4
142318,Long Hunter State Park,PARK_195,36.0858,-86.550768,0,2926.09,Daily,7AM - Dusk,(615) 885-2422,http://www.tn.gov/environment/parks/LongHunter/,2910 Hobson Pike,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,0,No,No,No,No,No,No,No,Yes,TNStateParks@tn.gov,"Long Hunter State Park is situated along the shore of J. Percy Priest Lake. It consists of four units: Couchville, Baker's Grove, Bryant Grove and Sellars Farm. Picnicking, swimming, hiking, backpacking, boating, fishing, nature photography and wildlife observation are among the activities available to park visitors. Planned activities include interpretive and recreation programs for the general public and environmental education programs for school and other interested groups.",PARK,No,No,No,No,Long Hunter State Park,,Hermitage,TN,37076,5d7fd216-0bc6-4499-9281-b6a64219fa55
142319,Couchville Cedar Glade State Natural Area,PARK_189,36.102194,-86.532549,1994,129.38,Daily,7AM - Dusk,(615) 532-0431,http://www.tn.gov/environment/na/natareas/couchville/,2910 Hobson Pike,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,No,No,No,No,No,No,No,Yes,TNStateParks@tn.gov,Couchville Cedar Glade is a 122-acre natural area in Davidson and Wilson Counties and is contiguous with the east boundary of Long Hunter State Park. Couchville supports one of the largest known and best quality populations of the federally endangered Tennessee coneflower (Echinacea tennesseensis). Couchville also provides one of the finest examples of a glade-barrens complex and protects many rare plant species. ,PARK,No,No,No,No,Couchville Cedar Glade State Natural Area,,Hermitage,TN,37076,7a02d045-695b-473c-b6c5-3fb6503e330e
142320,Monroe Street Playground,PARK_16,36.173175,-86.798599,1984,0.68,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1043 Monroe Street,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,metroparks@nashville.gov,Monroe is a small park in a residential community,PARK,No,No,No,No,Monroe Playground,Pocket,Nashville,TN,37208,5cf95d21-67fc-491f-8b34-83c7ffda1cae
142321,City Cemetery,PARK_78,36.182389,-86.853247,1963,19.78,Daily,Dawn to 11 pm,(615) 862-8400,http://www.thenashvillecitycemetery.org/,401 Oak Street,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,No, ,The City Cemetery is the oldest continuously operated public cemetery in Nashville.,PARK,No,No,No,No,City Cemetery,Specialty,Nashville,TN,37210,a5ce7f0c-b37b-489f-a90f-accb8c28f78e
142322,Metro Soccer Complex,PARK_84,36.102883,-86.681148,2006,64.17,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1266 Donelson Pike,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,Yes,No,No,No,No,No, ,Soccer complex with 7 unlit fields,PARK,No,Yes,No,No,Metro Soccer Complex ,Specialty,Nashville,TN,37217,e2b16cad-42ce-4ef8-9d09-a5ee8cac03be
142323,Berry Hill's Rosedale Park,PARK_182,36.123538,-86.762787,0,0.78, , , , ,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Rosedale Park ,,Nashville,TN,37211,ad81484d-cda2-4b24-992b-fd423f19522a
142324,Berry Hill's Azalea Park,PARK_183,36.115193,-86.767917,0,0.97, , , ,http://nashville.gov/Parks-and-Recreation/Parks.aspx,0 Azalea Place,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Azalea Park ,,Nashville,TN,37204,1a19c8c7-54fb-47fd-a337-2e4c30f7b94b
142325,Berry Hill's Columbine Park,PARK_184,36.116024,-86.765115,0,0.64, , , , ,0 Columbine Place,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Columbine Park,,Nashville,TN,37204,95ac721d-7a06-4aa1-a88d-8c08165db30e
142326,Berry Hill's Iris Park,PARK_185,36.114684,-86.762794,0,0.34, , , , ,0 E Iris Dr,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Iris Park,,Nashville,TN,37204,f83724d2-fcc3-4f20-ad01-820f5d2659e8
142327,Peay Memorial Park,PARK_186,36.320922,-86.717393,0,11.52, , , , ,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Peay Memorial Park,,Goodlettsville,TN,37072,68bfc0b8-6611-4994-9472-3d136e66cee5
142328,Pleasant Green Park,PARK_187,36.30547,-86.709323,0,22.4, , , , , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,No,No,Pleasant Green Park,<Null>,Goodlettsville,TN,37072,74695a62-5b02-4ab4-8c25-642456b428b2
142329,Hidden Lakes State Natural Area,PARK_190,36.092687,-87.027841,0,90,Daily,Dawn - Dusk,(615) 952-2099,http://www.tn.gov/environment/parks/HarpethRiver/, ,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,0,No,No,No,No,No,No,No,Yes, ,,PARK,No,No,Yes,No,Hidden Lakes State Natural Area,,Nashville,TN,37221,4e423921-b444-46eb-8cfd-bee2c5677613
142330,Mount View Glade State Natural Area,PARK_191,36.065548,-86.60042,0,9.02,Daily,Dawn - Dusk,(615) 532-0436,http://www.tn.gov/environment/natural-areas/natural-areas/mountview/, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,No,No,No,No,No,No,No,No,brian.bowen@tn.gov,Mount View Glade is a nine-acre natural area in Davidson County that was purchased by The Nature Conservancy in 1990 and later transferred to the State of Tennessee. It is located in suburban Nashville and is surrounded by subdivisions. This small natural area is fenced and gated with a small pull off area for limited public access. The natural area was acquired and then designated to protect one of five populations of the federally endangered Tennessee coneflower (Echinacea tennesseensis). Mt. View has been an area that has provided research opportunities for the recovery and protection of Tennessee coneflower through funding provided by the US Fish and Wildlife Service.,PARK,No,No,No,No,Mount View Glade State Natural Area,,Antioch,TN,37013,067e532a-053d-407d-b6f4-2d5835738ce3
142331,Newsom's Mill Historic Site,PARK_192,36.079815,-86.995962,0,1.76,Daily,Dawn - Dusk,(615) 952-2099,http://www.tn.gov/environment/parks/HarpethRiver/, ,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,No, ,,PARK,No,No,Yes,No,Newsom's Mill Historic Site,,Nashville,TN,37221,4776e52e-3d39-438d-a9a0-eafe2e66e26b
142332,Percy Priest Reservoir,PARK_176,36.109895,-86.595145,0,3765.79, , , ,http://www.lrn.usace.army.mil/Locations/Lakes/JPercyPriestLake/Recreation/RecreationAreas.aspx,,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,0,No,No,No,No,No,No,No,Yes, ,,PARK,No,No,No,No,Percy Priest Reservoir,,,TN,,6e9d8c43-512a-4ee7-a20a-0622afa37b48
142333,County Cemetery,PARK_103,36.182389,-86.853247,1976,5,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1398 County Hospital Road,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Cemetery,PARK,No,No,No,No,County Cemetery Park,Specialty,Nashville,TN,37218,f3db10d0-6c2e-4baa-9161-ac52a4d1814a
142334,Buena Vista Park,PARK_9,36.19124359,-86.81392661,1934,46.48,"Daily, Center: Monday-Friday",Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,2301 Metro Center Blvd.,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,Yes,No,No,metroparks@nashville.gov,"Buena Vista Park is part of a multiple-use facility that includes a library, theatre, and community center, as well as recreational areas like a basketball court, baseball field, and swimming pool. ",PARK,No,No,No,No,Buena Vista Park,Neighborhood,Nashville,TN,37228,3ec34274-dad5-4c8d-9c25-d82915a9cdda
142335,Potters Field,PARK_79,36.191491,-86.812669,1934,4.97,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,2301 Metro Center Blvd.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Cemetery,PARK,No,No,No,No,Potters Field ,Specialty,Nashville,TN,37208,35d0776d-a008-444c-b474-edb89c56dead
142336,Brookmeade Park,PARK_52,36.13297584,86.90497405,2003,14.14,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,7002 Charlotte Pike,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,"Brookmeade Park is located at Kelly's Point Battlefield, the site of a battle in the Civil War. It leads to a bike-friendly greenway and a small, simple overlook of the river. The trail here, like other trails, will eventually be connected to other parts of the Cumberland River Greenway.",PARK,No,No,No,No,Brookmeade Park,Neighborhood,Nashville,TN,37209,c5daa841-79da-4eee-b32d-3742bc487da9
142337,Stratton School Playground,PARK_93,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Old Hickory Blvd West of Gallatin Pike,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Stratton School Playground Park,Pocket,Madison,TN,37115,fd99530c-3121-44e1-98f9-7f1c8b7b2bff
142338,Dupont School Playground,PARK_94,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,9th St @ Merritt St,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Dupont School Playground Park,Pocket,Old Hickory,TN,37138,8294400a-19d2-4982-8018-a685c24e19b2
142339,Neely's Bend School Playground,PARK_95,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Neelys Bend @ School Pass,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Neely's Bend School Playground Park,Pocket,Madison,TN,37115,5030df82-dbfd-4fd1-a925-489fe1e57f8e
142340,Andrew Jackson School Playground,PARK_98,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Old Hickory Blvd @ Shute Ln,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Andrew Jackson School Playground Park,Pocket,Old Hickory,TN,37138,cf44281d-98ef-481f-9565-77ed95d364b0
142341,Kings Lane School Playground,PARK_99,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Kings Lane @ Meadow Hill Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Kings Lane School Playground Park,Pocket,Nashville,TN,37218,214467e0-16cb-4fdf-85fd-69e55c722616
142342,Dan Mills School Playground,PARK_100,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Kennedy Ave @ Greenland Ave,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Dan Mills School Playground Park,Pocket,Nashville,TN,37216,3db9ad18-7e86-416c-bf4d-f9a485ba2761
142343,Pennington Bend School Playground,PARK_101,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Donna Hill Dr @ Wilford Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Pennington Bend School Playground Park,Pocket,Nashville,TN,37214,48f770ed-6d05-4bd8-8f37-cb58912d24c4
142344,Schwab School Playground,PARK_102,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Dickerson Pike @ Gatewood Ave,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Schwab School Playground Park,Pocket,Nashville,TN,37207,1c0ff42c-4ce3-4160-849b-27f5aaab8e6b
142345,Tulip Grove School Playground,PARK_104,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Tyler Dr @ Andrew Jackson Pkwy,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Tulip Grove School Playground Park,Pocket,Hermitage,TN,37076,5b7f6a69-10b0-461c-8371-d183d3ad28be
142346,Hermitage School Playground,PARK_105,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Plantation Dr @ Bonnabrook Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Hermitage School Playground Park,Pocket,Hermitage,TN,37076,140050c1-9645-4e09-9a6f-761ee5711953
142347,Hattie Cotton School Playground,PARK_106,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Greenwood Ave @ Bailey St,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Hattie Cotton School Playground Park,Pocket,Nashville,TN,37206,64459cb8-39e9-4028-8f58-5825f8429155
142348,Rosebank School Playground,PARK_107,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Preston Dr @ Crescent Hill Pl,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Rosebank School Playground Park,Pocket,Nashville,TN,37206,7eb38567-5e97-492e-bcf1-36c138625aaf
142349,Stanford School Playground,PARK_108,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Maplecrest Dr @ Fairway Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Stanford School Playground Park,Pocket,Nashville,TN,37214,ab5af1a6-3e28-49c5-aeba-5deefb3d8c3d
142350,Hickman Elm School Playground,PARK_110,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Stewarts Ferry Pike @ Donelsonwood Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Hickman Elm School Playground Park,Pocket,Nashville,TN,37214,b9add1ae-9a31-4863-8905-6fd266845b3f
142351,Cockrill School Playground,PARK_111,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Indiana Ave @ 47th Ave N,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Cockrill School Playground Park,Pocket,Nashville,TN,37209,63f27732-474b-410c-8ea5-3b85ec0c6553
142352,Park Ave School Playground,PARK_112,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Park Ave @ 37th Ave N,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Park Ave School Playground Park,Pocket,Nashville,TN,37209,1f134c1b-e37a-46a5-a2d7-8654d4ec70a3
142353,Jones Paideia School Playground,PARK_114,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,9th Ave N @ Buchanan,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Jones Paideia School Playground Park,Pocket,Nashville,TN,37208,56a4ca17-1320-4c8e-8ac2-695b5c0c98f2
142354,Glencliff School Playground,PARK_116,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Antioch Pike @ Glencliff Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Glencliff School Playground Park,Pocket,Nashville,TN,37211,a36e2ac5-f0ff-469e-aa89-4f276f5fe192
142355,Lakeview School Playground,PARK_118,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Rural Hill Rd @ Edge O Lake Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Lakeview School Playground Park,Pocket,Nashville,TN,37217,a6e36879-4008-4e73-9adc-054edd770d86
142356,Norman Binkley School Playground,PARK_119,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Longdale Dr @ Walford Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Norman Binkley School Playground Park,Pocket,Nashville,TN,37211,a5b9aaf0-bf98-44be-8f42-e2a84bfbf12e
142357,Haywood School Playground,PARK_120,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Turley Dr @ Dade Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Haywood School Playground Park,Pocket,Nashville,TN,37211,3cb8dbf2-f039-43ab-8d76-11896a516597
142358,Bellevue Tennis Courts,PARK_121,,,2002,0.51,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Colice Jeane Rd @ Baugh Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,Yes,No,,Public tennis courts on school property,TENNIS,No,No,No,No,Bellevue Tennis Courts Park,Pocket,Nashville,TN,37221,30e529ef-4a5e-4530-8f60-93160e84209d
